#1
double t_data(1344,15)	# t	S.I	S.S	X.I	X.S	X.H	X.A	X.P	S.O2	S.NO	S.NH	S.ND	X.ND	S.ALK	Q
0.3125	30	40.58293	22.3911392405063	147.892405063291	18.920253164557	0	0	0	0	20.10039	4.05829	7.1126582278481	7	12446
0.322916667	30	40.89365	23.2506329113924	147.751898734177	19	0	0	0	0	20.40303	4.08937	7.14303797468354	7	12982
0.333333333	30	41.16553	23.2569620253165	148.073417721519	19.0367088607595	0	0	0	0	20.82047	4.11655	7.15696202531646	7	12956
0.34375	30	41.86465	22.8949367088608	147.988607594937	18.9873417721519	0	0	0	0	21.16834	4.18647	7.1379746835443	7	12745
0.354166667	30	42.42395	24.4430379746835	148.805063291139	19.2493670886076	0	0	0	0	21.6136	4.2424	7.23670886075949	7	13597
0.364583333	30	43.94649	25.8088607594937	151.118987341772	19.6582278481013	0	0	0	0	22.1354	4.39465	7.38987341772152	7	14171
0.375	30	48.77431	32.5924050632911	153.913924050633	20.7227848101266	0	0	0	0	24.68178	4.87743	7.79113924050633	7	17637
0.385416667	30	59.88648	34.726582278481	164.007594936709	22.0810126582278	0	0	0	0	29.65625	5.98865	8.30126582278481	7	17635
0.395833333	30	71.46084	48.2772151898734	176.312658227848	24.9544303797468	0	0	0	0	34.24807	7.14608	9.38101265822785	7	22461
0.40625	30	80.00567	63.8303797468354	194.858227848101	28.7430379746835	0	0	0	0	37.93544	8.00057	10.8050632911392	7	26276
0.416666667	30	94.90087	68.8037974683544	216.573417721519	31.7088607594937	0	0	0	0	43.39692	9.49009	11.920253164557	7	25598
0.427083333	30	105.7761	82.0924050632911	234.525316455696	35.179746835443	0	0	0	0	46.61468	10.57761	13.2253164556962	7	27780
0.4375	30	115.2104	95.8911392405063	254.026582278481	38.879746835443	0	0	0	0	49.24802	11.52104	14.6164556962025	7	29551
0.447916667	30	120.011	112.593670886076	271.308860759494	42.6556962025316	0	0	0	0	49.99941	12.0011	16.0354430379747	7	31861
0.458333333	30	118.9701	122.377215189873	291.244303797468	45.9582278481013	0	0	0	0	49.24802	11.89701	17.2772151898734	7	32171
0.46875	30	112.1109	129.792405063291	308.772151898734	48.7291139240506	0	0	0	0	45.74154	11.21109	18.3189873417722	7	32180
0.479166667	30	102.4553	134.40253164557	323.759493670886	50.9063291139241	0	0	0	0	40.85751	10.24553	19.1379746835443	7	31869
0.489583333	30	94.81153	120.90253164557	341.435443037975	51.3708860759494	0	0	0	0	39.03469	9.48115	19.3126582278481	7	28047
0.5	30	88.37961	115.411392405063	345.805063291139	51.246835443038	0	0	0	0	36.8501	8.83796	19.2658227848101	7	26695
0.510416667	30	81.2874	114.818987341772	344.1	50.9911392405063	0	0	0	0	34.24807	8.12874	19.1696202531646	7	26690
0.520833333	30	75.7721	109.150632911392	343.993670886076	50.3493670886076	0	0	0	0	32.16088	7.57721	18.9278481012658	7	25572
0.53125	30	70.37332	108.491139240506	343.088607594937	50.1759493670886	0	0	0	0	30.77985	7.03733	18.8632911392405	7	25496
0.541666667	30	68.27595	93.8329113924051	343.715189873418	48.6164556962025	0	0	0	0	29.79539	6.8276	18.2772151898734	7	22401
0.552083333	30	67.03307	110.7	333.762025316456	49.3848101265823	0	0	0	0	29.23881	6.70331	18.5658227848101	7	26555
0.5625	30	66.76507	108.648101265823	337.272151898734	49.546835443038	0	0	0	0	28.52221	6.67651	18.626582278481	7	25905
0.572916667	30	67.07967	101.46835443038	339.011392405063	48.9417721518987	0	0	0	0	27.95867	6.70797	18.3987341772152	7	24310
0.583333333	30	68.08952	96.4784810126582	336.536708860759	48.1126582278481	0	0	0	0	28.12564	6.80895	18.0873417721519	7	23404
0.59375	30	68.72261	82.8151898734177	333.10253164557	46.2126582278481	0	0	0	0	27.55166	6.87226	17.373417721519	7	20560
0.604166667	30	68.31479	72.3962025316456	321.332911392405	43.7481012658228	0	0	0	0	27.4647	6.83148	16.446835443038	7	18732
0.614583333	30	65.16874	96.8544303797468	308.770886075949	45.0696202531646	0	0	0	0	26.45589	6.51687	16.9430379746835	7	25320
0.625	30	61.64516	88.6708860759494	314.694936708861	44.8189873417721	0	0	0	0	26.1776	6.16452	16.8493670886076	7	23046
0.635416667	30	59.76219	81.2379746835443	313.587341772152	43.8696202531645	0	0	0	0	26.28891	5.97622	16.4924050632911	7	21357
0.645833333	30	58.94655	84.5405063291139	308.367088607595	43.6569620253165	0	0	0	0	26.78984	5.89466	16.4126582278481	7	22487
0.65625	30	59.38933	67.2063291139241	306.950632911392	41.573417721519	0	0	0	0	27.29076	5.93893	15.6291139240506	7	18221
0.666666667	30	60.21274	61.5050632911392	293.755696202532	39.473417721519	0	0	0	0	27.12379	6.02127	14.8392405063291	7	17442
0.677083333	30	62.42662	65.4037974683544	282.186075949367	38.6215189873418	0	0	0	0	27.42295	6.24266	14.5189873417722	7	19246
0.6875	30	65.86786	63.9253164556962	276.551898734177	37.8303797468354	0	0	0	0	28.33436	6.58679	14.2215189873418	7	19197
0.697916667	30	65.61928	64.7139240506329	273.353164556962	37.5632911392405	0	0	0	0	28.2787	6.56193	14.1215189873418	7	19637
0.708333333	30	64.00353	62.0253164556962	271.036708860759	37.006329113924	0	0	0	0	27.7082	6.40035	13.9126582278481	7	19014
0.71875	30	59.54469	59.4177215189873	267.455696202532	36.3189873417722	0	0	0	0	26.68548	5.95447	13.6544303797468	7	18480
0.729166667	30	58.34064	57.2316455696203	261.579746835443	35.4240506329114	0	0	0	0	26.57068	5.83406	13.3177215189873	7	18208
0.739583333	30	57.33857	57.5645569620253	258.136708860759	35.0784810126582	0	0	0	0	26.62286	5.73386	13.1873417721519	7	18547
0.75	30	58.6902	57.426582278481	255.816455696203	34.8050632911392	0	0	0	0	27.4647	5.86902	13.0848101265823	7	18666
0.760416667	30	60.46908	57.0316455696203	253.994936708861	34.5582278481013	0	0	0	0	28.33436	6.04691	12.9924050632911	7	18670
0.770833333	30	63.25004	56.6240506329114	252.408860759494	34.3367088607595	0	0	0	0	29.26664	6.325	12.9088607594937	7	18654
0.78125	30	62.37225	71.4113924050633	252.325316455696	35.9708860759494	0	0	0	0	30.63027	6.23723	13.5227848101266	7	23137
0.791666667	30	62.21689	71.5379746835443	260.654430379747	36.9101265822785	0	0	0	0	30.58853	6.22169	13.8759493670886	7	22509
0.802083333	30	62.01492	71.3113924050633	266.067088607595	37.4860759493671	0	0	0	0	28.16043	6.20149	14.0924050632911	7	22031
0.8125	30	66.41162	73.9594936708861	269.73670886076	38.1886075949367	0	0	0	0	29.79539	6.64116	14.3569620253165	7	22489
0.822916667	30	67.18843	62.0924050632911	273.4	37.2772151898734	0	0	0	0	29.82322	6.71884	14.0139240506329	7	18876
0.833333333	30	68.47015	67.3873417721519	269.450632911392	37.426582278481	0	0	0	0	30.30328	6.84702	14.0696202531646	7	20674
0.84375	30	71.88808	80.320253164557	270.443037974684	38.973417721519	0	0	0	0	32.13305	7.18881	14.6518987341772	7	24145
0.854166667	30	75.64392	76.4683544303797	278.483544303797	39.4392405063291	0	0	0	0	33.77149	7.56439	14.826582278481	7	22518
0.864583333	30	77.44222	78.3683544303797	281.443037974684	39.9784810126582	0	0	0	0	34.30373	7.74422	15.0291139240506	7	22803
0.875	30	80.08335	75.3417721518987	284.66582278481	40.0012658227848	0	0	0	0	35.63953	8.00834	15.0379746835443	7	21780
0.885416667	30	82.60408	65.3810126582278	284.873417721519	38.9177215189873	0	0	0	0	36.06393	8.26041	14.6303797468354	7	19067
0.895833333	30	83.83531	91.2443037974683	279.358227848101	41.1784810126582	0	0	0	0	35.93174	8.38353	15.4810126582278	7	26211
0.90625	30	84.21983	86.1873417721519	290.870886075949	41.8949367088608	0	0	0	0	35.45168	8.42198	15.7506329113924	7	24096
0.916666667	30	83.377	83.3215189873418	295.354430379747	42.0746835443038	0	0	0	0	35.69519	8.3377	15.8177215189873	7	23071
0.927083333	30	81.99584	80.9974683544304	296.893670886076	41.9873417721519	0	0	0	0	35.62561	8.19958	15.7848101265823	7	22388
0.9375	30	80.14161	62.220253164557	296.456962025316	39.853164556962	0	0	0	0	35.37863	8.01416	14.9822784810127	7	17483
0.947916667	30	77.75294	91.6101265822785	285.549367088608	41.9063291139241	0	0	0	0	34.9438	7.7753	15.7544303797468	7	25814
0.958333333	30	75.6245	84.1291139240506	295.660759493671	42.1987341772152	0	0	0	0	34.14371	7.56245	15.8645569620253	7	23248
0.96875	30	71.87255	88.1139240506329	297.349367088608	42.8291139240506	0	0	0	0	32.70355	7.18726	16.1012658227848	7	24098
0.979166667	30	69.45669	82.2101265822785	301.125316455696	42.5924050632911	0	0	0	0	31.46515	6.94567	16.0126582278481	7	22402
0.989583333	30	67.49915	72.3556962025316	300.363291139241	41.4126582278481	0	0	0	0	30.68245	6.74992	15.5683544303797	7	19962
1	30	63.63455	64.8962025316456	294.03164556962	39.8810126582278	0	0	0	0	30.24762	6.36346	14.9924050632911	7	18363
1.010416667	30	61.67313	63.9430379746835	285.606329113924	38.8392405063291	0	0	0	0	30.21283	6.16731	14.6012658227848	7	18618
1.020833333	30	61.71973	64.0746835443038	279.50253164557	38.1746835443038	0	0	0	0	31.04771	6.17197	14.3518987341772	7	19046
1.03125	30	62.16018	79.2012658227848	275.875949367089	39.453164556962	0	0	0	0	31.67387	6.21602	14.8316455696203	7	23433
1.041666667	30	64.57526	75.4645569620253	281.850632911392	39.7012658227848	0	0	0	0	33.15925	6.45753	14.9253164556962	7	22011
1.052083333	30	67.84871	80.8316455696202	283.229113924051	40.4506329113924	0	0	0	0	35.11773	6.78487	15.2075949367089	7	23310
1.0625	30	72.14054	81.3721518987342	287.217721518987	40.9544303797468	0	0	0	0	37.86587	7.21405	15.3962025316456	7	23158
1.072916667	30	72.47069	52.5189873417722	288.969620253165	37.9430379746835	0	0	0	0	37.86587	7.24707	14.2645569620253	7	15122
1.083333333	30	69.7643	50.2139240506329	272.846835443038	35.8962025316456	0	0	0	0	36.8501	6.97643	13.4949367088608	7	15319
1.09375	30	67.49915	48.0658227848101	260.786075949367	34.3164556962025	0	0	0	0	36.47441	6.74992	12.9012658227848	7	15342
1.104166667	30	62.83833	44.4645569620253	250.578481012658	32.7822784810127	0	0	0	0	34.38721	6.28383	12.3240506329114	7	14751
1.114583333	30	62.24019	41.4075949367089	240.6	31.3341772151899	0	0	0	0	34.67942	6.22402	11.779746835443	7	14287
1.125	30	53.74197	35.3670886075949	233.051898734177	29.8240506329114	0	0	0	0	32.06695	5.3742	11.2126582278481	7	12478
1.135416667	30	54.44886	33.4	220.106329113924	28.1670886075949	0	0	0	0	29.89975	5.44489	10.5898734177215	7	12477
1.145833333	30	50.06769	29.0329113924051	208.292405063291	26.3696202531646	0	0	0	0	27.06813	5.00677	9.91392405063291	7	11347
1.15625	30	46.35457	26.7126582278481	196.354430379747	24.7848101265823	0	0	0	0	24.70265	4.63546	9.31772151898734	7	11037
1.166666667	30	44.35819	24.0759493670886	185.172151898734	23.2493670886076	0	0	0	0	23.38772	4.43582	8.74050632911392	7	10473
1.177083333	30	42.57931	21.7886075949367	174.307594936709	21.7886075949367	0	0	0	0	22.19802	4.25793	8.19113924050633	7	10000
1.1875	30	40.00033	23.0113924050633	166.236708860759	21.0278481012658	0	0	0	0	20.31607	4.00003	7.90506329113924	7	11258
1.197916667	30	40.38873	20.6784810126582	159.539240506329	20.0240506329114	0	0	0	0	20.54218	4.03887	7.52784810126582	7	10436
1.208333333	30	40.77713	20.7759493670886	153.456962025316	19.3594936708861	0	0	0	0	20.71611	4.07771	7.27848101265823	7	10976
1.21875	30	40.46641	20.626582278481	149.103797468354	18.8594936708861	0	0	0	0	20.7509	4.04664	7.08987341772152	7	11250
1.229166667	30	40.83539	21	146.181012658228	18.5759493670886	0	0	0	0	20.66393	4.08354	6.98354430379747	7	11740
1.239583333	30	40.46641	20.373417721519	143.764556962025	18.2379746835443	0	0	0	0	20.61175	4.04664	6.85569620253165	7	11562
1.25	30	40.50525	21.0215189873418	142.179746835443	18.1329113924051	0	0	0	0	20.54218	4.05053	6.81645569620253	7	12124
1.260416667	30	40.52467	21.6949367088608	141.924050632911	18.179746835443	0	0	0	0	20.43782	4.05247	6.83417721518987	7	12578
1.270833333	30	40.31105	19.6544303797468	140.437974683544	17.7886075949367	0	0	0	0	20.40303	4.03111	6.6873417721519	7	11399
1.28125	30	40.11685	19.3949367088608	138.06582278481	17.4962025316456	0	0	0	0	20.15953	4.01169	6.57721518987342	7	11448
1.291666667	30	40.04693	20.2139240506329	137.06582278481	17.4759493670886	0	0	0	0	20.02734	4.00469	6.56962025316456	7	12090
1.302083333	30	40.34212	20.7607594936709	137.289873417722	17.5607594936709	0	0	0	0	19.99951	4.03421	6.60253164556962	7	12429
1.3125	30	40.58293	19.2455696202532	136.450632911392	17.3	0	0	0	0	20.10039	4.05829	6.50379746835443	7	11500
1.322916667	30	40.89365	19.3822784810127	135.160759493671	17.1721518987342	0	0	0	0	20.40303	4.08937	6.45569620253164	7	11717
1.333333333	30	41.16553	19.3164556962025	134.358227848101	17.0746835443038	0	0	0	0	20.82047	4.11655	6.41898734177215	7	11751
1.34375	30	41.86465	18.7898734177215	133.329113924051	16.9025316455696	0	0	0	0	21.16834	4.18647	6.35443037974683	7	11489
1.354166667	30	42.42395	20.9253164556962	134.158227848101	17.2316455696203	0	0	0	0	21.6136	4.2424	6.47848101265823	7	12859
1.364583333	30	43.94649	20.3569620253165	135.405063291139	17.3075949367089	0	0	0	0	22.1354	4.39465	6.50632911392405	7	12350
1.375	30	48.77431	20.1721518987342	135.718987341772	17.3215189873418	0	0	0	0	24.68178	4.87743	6.51139240506329	7	12194
1.385416667	30	59.88648	25.7886075949367	140.039240506329	18.4253164556962	0	0	0	0	29.65625	5.98865	6.92658227848101	7	15329
1.395833333	30	71.46084	43.1696202531646	154.29746835443	21.9405063291139	0	0	0	0	34.24807	7.14608	8.24810126582278	7	22901
1.40625	30	80.00567	50.9025316455696	175.137974683544	25.1151898734177	0	0	0	0	37.93544	8.00057	9.44177215189873	7	23690
1.416666667	30	94.90087	59.5430379746835	194.891139240506	28.2708860759494	0	0	0	0	43.39692	9.49009	10.6278481012658	7	24749
1.427083333	30	105.7761	73.4037974683544	214.622784810127	32.0025316455696	0	0	0	0	46.61468	10.57761	12.0316455696203	7	27249
1.4375	30	115.2104	88.9911392405063	236.213924050633	36.1341772151899	0	0	0	0	49.24802	11.52104	13.5835443037975	7	29504
1.447916667	30	120.011	107.311392405063	258.507594936709	40.646835443038	0	0	0	0	49.99941	12.0011	15.2810126582278	7	31868
1.458333333	30	118.9701	118.536708860759	282.616455696203	44.5721518987342	0	0	0	0	49.24802	11.89701	16.7569620253165	7	32126
1.46875	30	112.1109	126.33417721519	303.83417721519	47.7962025316456	0	0	0	0	45.74154	11.21109	17.9683544303797	7	31909
1.479166667	30	102.4553	133.575949367089	321.021518987342	50.5113924050633	0	0	0	0	40.85751	10.24553	18.9886075949367	7	31927
1.489583333	30	94.81153	138.474683544304	335.584810126582	52.673417721519	0	0	0	0	39.03469	9.48115	19.8025316455696	7	31719
1.5	30	88.37961	139.026582278481	347.945569620253	54.1075949367089	0	0	0	0	36.8501	8.83796	20.3417721518987	7	30926
1.510416667	30	81.2874	121.978481012658	359.955696202532	53.5481012658228	0	0	0	0	34.24807	8.12874	20.1303797468354	7	27039
1.520833333	30	75.7721	115.448101265823	359.360759493671	52.7569620253164	0	0	0	0	32.16088	7.57721	19.8329113924051	7	25844
1.53125	30	70.37332	111.03417721519	356.355696202532	51.9316455696203	0	0	0	0	30.77985	7.03733	19.5227848101266	7	25174
1.541666667	30	68.27595	107.874683544304	352.535443037975	51.1569620253165	0	0	0	0	29.79539	6.8276	19.2316455696203	7	24783
1.552083333	30	67.03307	105.021518987342	348.686075949367	50.4126582278481	0	0	0	0	29.23881	6.70331	18.9518987341772	7	24444
1.5625	30	66.76507	96.0202531645569	345.527848101266	49.0607594936709	0	0	0	0	28.52221	6.67651	18.4443037974684	7	22762
1.572916667	30	67.07967	104.013924050633	337.453164556962	49.0518987341772	0	0	0	0	27.95867	6.70797	18.4405063291139	7	24940
1.583333333	30	68.08952	99.9822784810127	337.151898734177	48.5708860759494	0	0	0	0	28.12564	6.80895	18.2594936708861	7	24113
1.59375	30	68.72261	95.6012658227848	334.820253164557	47.8253164556962	0	0	0	0	27.55166	6.87226	17.979746835443	7	23320
1.604166667	30	68.31479	89.7189873417721	331.163291139241	46.7645569620253	0	0	0	0	27.4647	6.83148	17.5810126582278	7	22247
1.614583333	30	65.16874	86.5670886075949	325.520253164557	45.7873417721519	0	0	0	0	26.45589	6.51687	17.2139240506329	7	21875
1.625	30	61.64516	85.0544303797468	320.020253164557	45.0088607594937	0	0	0	0	26.1776	6.16452	16.920253164557	7	21863
1.635416667	30	59.76219	81.2379746835443	315.541772151899	44.0860759493671	0	0	0	0	26.28891	5.97622	16.573417721519	7	21236
1.645833333	30	58.94655	80.8443037974683	310.23164556962	43.453164556962	0	0	0	0	26.78984	5.89466	16.3354430379747	7	21473
1.65625	30	59.38933	77.2227848101266	306.410126582278	42.6253164556962	0	0	0	0	27.29076	5.93893	16.0253164556962	7	20822
1.666666667	30	60.21274	74.6050632911392	301.606329113924	41.8012658227848	0	0	0	0	27.12379	6.02127	15.7151898734177	7	20463
1.677083333	30	62.42662	71.7569620253165	296.737974683544	40.9443037974684	0	0	0	0	27.42295	6.24266	15.3924050632911	7	20034
1.6875	30	65.86786	67.8911392405063	291.607594936709	39.9443037974684	0	0	0	0	28.33436	6.58679	15.0164556962025	7	19328
1.697916667	30	65.61928	65.0708860759494	285.693670886076	38.973417721519	0	0	0	0	28.2787	6.56193	14.6518987341772	7	18928
1.708333333	30	64.00353	62.2721518987342	279.827848101266	38.0113924050633	0	0	0	0	27.7082	6.40035	14.2898734177215	7	18510
1.71875	30	59.54469	60.326582278481	274.012658227848	37.1493670886076	0	0	0	0	26.68548	5.95447	13.9658227848101	7	18319
1.729166667	30	58.34064	58.8481012658228	268.727848101266	36.3974683544304	0	0	0	0	26.57068	5.83406	13.6835443037975	7	18224
1.739583333	30	57.33857	60.8177215189873	264.422784810127	36.1379746835443	0	0	0	0	26.62286	5.73386	13.5860759493671	7	19106
1.75	30	58.6902	72.2012658227848	263.303797468354	37.2784810126582	0	0	0	0	27.4647	5.86902	14.0139240506329	7	22491
1.760416667	30	60.46908	70.5075949367089	268.782278481013	37.6987341772152	0	0	0	0	28.33436	6.04691	14.1721518987342	7	21604
1.770833333	30	63.25004	73.4303797468354	271.292405063291	38.3025316455696	0	0	0	0	29.26664	6.325	14.4	7	22228
1.78125	30	62.37225	70.4658227848101	274.63417721519	38.3443037974684	0	0	0	0	30.63027	6.23723	14.4151898734177	7	21169
1.791666667	30	62.21689	65.853164556962	275.020253164557	37.8746835443038	0	0	0	0	30.58853	6.22169	14.2392405063291	7	19849
1.802083333	30	62.01492	56.9835443037975	272.010126582278	36.5544303797468	0	0	0	0	28.16043	6.20149	13.7430379746835	7	17451
1.8125	30	66.41162	58.4367088607595	265.187341772152	35.9582278481013	0	0	0	0	29.79539	6.64116	13.5177215189873	7	18335
1.822916667	30	67.18843	70.3405063291139	262.615189873418	36.9949367088608	0	0	0	0	29.82322	6.71884	13.9075949367089	7	22018
1.833333333	30	68.47015	76.6189873417722	267.708860759494	38.2582278481013	0	0	0	0	30.30328	6.84702	14.3835443037975	7	23369
1.84375	30	71.88808	78.1556962025316	274.388607594937	39.1721518987342	0	0	0	0	32.13305	7.18881	14.726582278481	7	23270
1.854166667	30	75.64392	86.5683544303797	279.424050632911	40.6658227848101	0	0	0	0	33.77149	7.56439	15.2873417721519	7	25050
1.864583333	30	77.44222	75.2987341772152	287.972151898734	40.3632911392405	0	0	0	0	34.30373	7.74422	15.1746835443038	7	21540
1.875	30	80.08335	66.7848101265823	286.978481012658	39.3075949367089	0	0	0	0	35.63953	8.00834	14.7772151898734	7	19321
1.885416667	30	82.60408	72.4215189873418	281.962025316456	39.3759493670886	0	0	0	0	36.06393	8.26041	14.8025316455696	7	21190
1.895833333	30	83.83531	93.5620253164557	281.635443037975	41.6886075949367	0	0	0	0	35.93174	8.38353	15.6721518987342	7	26591
1.90625	30	84.21983	87.5544303797468	293.691139240506	42.3607594936709	0	0	0	0	35.45168	8.42198	15.9253164556962	7	24225
1.916666667	30	83.377	87.4670886075949	297.915189873418	42.820253164557	0	0	0	0	35.69519	8.3377	16.0974683544304	7	23902
1.927083333	30	81.99584	90.1202531645569	300.689873417722	43.4227848101266	0	0	0	0	35.62561	8.19958	16.3240506329114	7	24339
1.9375	30	80.14161	79.6215189873418	304.678481012658	42.7	0	0	0	0	35.37863	8.01416	16.053164556962	7	21529
1.947916667	30	77.75294	101.40253164557	300.046835443038	44.6050632911392	0	0	0	0	34.9438	7.7753	16.7683544303797	7	26978
1.958333333	30	75.6245	98.8632911392405	309.860759493671	45.4139240506329	0	0	0	0	34.14371	7.56245	17.073417721519	7	25693
1.96875	30	71.87255	96.3329113924051	314.86582278481	45.6886075949367	0	0	0	0	32.70355	7.18726	17.1759493670886	7	24779
1.979166667	30	69.45669	93.8987341772152	317.043037974684	45.6607594936709	0	0	0	0	31.46515	6.94567	17.1658227848101	7	24086
1.989583333	30	67.49915	90.6012658227848	317.487341772152	45.3430379746835	0	0	0	0	30.68245	6.74992	17.046835443038	7	23308
2	30	63.63455	80.579746835443	316.516455696203	44.1215189873418	0	0	0	0	30.24762	6.36346	16.5873417721519	7	21017
2.010416667	30	61.67313	78.9696202531646	310.243037974684	43.2455696202532	0	0	0	0	30.21283	6.16731	16.2582278481013	7	21014
2.020833333	30	61.71973	66.9607594936709	290.936708860759	39.7658227848101	0	0	0	0	31.04771	6.17197	14.9493670886076	7	19118
2.03125	30	62.16018	66.1417721518987	291.7	39.7594936708861	0	0	0	0	31.67387	6.21602	14.946835443038	7	18847
2.041666667	30	64.57526	63.9037974683544	287.179746835443	39.0088607594937	0	0	0	0	33.15925	6.45753	14.6645569620253	7	18509
2.052083333	30	67.84871	60.9620253164557	283.786075949367	38.3050632911392	0	0	0	0	35.11773	6.78487	14.4	7	17886
2.0625	30	72.14054	58.606329113924	279.862025316456	37.6075949367089	0	0	0	0	37.86587	7.21405	14.1379746835443	7	17445
2.072916667	30	72.47069	55.6886075949367	275.269620253165	36.773417721519	0	0	0	0	37.86587	7.24707	13.8240506329114	7	16858
2.083333333	30	69.7643	54.7772151898734	283.20253164557	37.553164556962	0	0	0	0	36.8501	6.97643	14.1177215189873	7	16116
2.09375	30	67.49915	53.0405063291139	272.710126582278	36.1949367088608	0	0	0	0	36.47441	6.74992	13.6063291139241	7	16206
2.104166667	30	62.83833	50.473417721519	263.372151898734	34.8721518987342	0	0	0	0	34.38721	6.28383	13.1101265822785	7	15965
2.114583333	30	62.24019	45.3063291139241	259.655696202532	33.8848101265823	0	0	0	0	34.67942	6.22402	12.7379746835443	7	14494
2.125	30	53.74197	41.4329113924051	255.277215189873	32.9670886075949	0	0	0	0	32.06695	5.3742	12.3936708860759	7	13423
2.135416667	30	54.44886	37.8683544303797	246.259493670886	31.5696202531646	0	0	0	0	29.89975	5.44489	11.8683544303797	7	12660
2.145833333	30	50.06769	34.6316455696203	235.356962025316	29.9987341772152	0	0	0	0	27.06813	5.00677	11.2772151898734	7	12059
2.15625	30	46.35457	31.5113924050633	224.220253164557	28.4151898734177	0	0	0	0	24.70265	4.63546	10.6822784810127	7	11453
2.166666667	30	44.35819	31.0721518987342	210.794936708861	26.8746835443038	0	0	0	0	23.38772	4.43582	10.1025316455696	7	12083
